LINEA,VCESTIL,PARES,FAMPESP,FAMMONT,DEPTO,FUNCION,TIEMPO,PERSONAS,META,COLEC
BLU,10554,0,1,3,CORTE Y PREPARA,CA-PESC,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CA-PREA,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CA-PREB,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CA-PREC,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CA-REB,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CARDADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CENTRADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,COMODIN CORTE,36,1,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,COMODIN MONTADO,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,COMODIN PESPUNT,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,COMODIN PREACAB,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CONFORMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CORTADOR FLASH,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CORTADOR FORRO,22,0.6,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,CORTADOR PIEL,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,DESVIRAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,DISTRIBUIDOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,DOBLILLADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,DOMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,EMB-AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,EMBARRADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,EMPACADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,ENCERQUILLADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,ENTACONADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,FORRAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,MONTADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,PEG-AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,PEGADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,PREACABADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,PRECONFORMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,REBAJADOR,20,0.56,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RIBETEAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,RIBETEAR,0,0,100,#¡REF!
BLU,10554,0,1,3,CORTE Y PREPARA,SUAJADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,CUÐA,A-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,A-PRELIMINAR,32,3.55,400,#¡REF!
BLU,10554,0,1,3,CUÐA,APOMAZAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,B-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,B-PRELIMINAR,50,5.55,400,#¡REF!
BLU,10554,0,1,3,CUÐA,C-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,C-PRELIMINAR,56,6.23,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-COR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-DOB,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PESA,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PESB,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PESC,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PREA,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PREB,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-PREC,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CA-REB,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CARDADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CENTRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,COMODIN CORTE,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,COMODIN MONTADO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,COMODIN PESPUNT,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,COMODIN PREACAB,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CORTADOR FLASH,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CORTADOR FORRO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,CORTADOR PIEL,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,DESVIRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,DISTRIBUIDOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,DOBLILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,DOMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,EMB-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,EMBARRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,EMPACADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,ENCERQUILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,ENTACONADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,FORRAR,22,2.44,400,#¡REF!
BLU,10554,0,1,3,CUÐA,MONTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,PEG-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,PEGADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,PREACABADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,PRECONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,REBAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,CUÐA,SUAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,A-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,A-PRELIMINAR,38,4.23,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,APOMAZAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,B-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,B-PRELIMINAR,27,3,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,C-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,C-PRELIMINAR,52,5.78,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-COR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-DOB,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PESA,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PESB,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PESC,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PREA,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PREB,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-PREC,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CA-REB,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CARDADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CENTRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,COMODIN CORTE,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,COMODIN MONTADO,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,COMODIN PESPUNT,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,COMODIN PREACAB,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CORTADOR FLASH,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CORTADOR FORRO,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,CORTADOR PIEL,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,DESVIRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,DISTRIBUIDOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,DOBLILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,DOMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,EMB-AVIO,51,5.67,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,EMBARRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,EMPACADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,ENCERQUILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,ENTACONADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,FORRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,MONTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,PEG-AVIO,17,1.89,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,PEGADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,PREACABADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,PRECONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,REBAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,ENSAMBLES,SUAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FAMILIA,A-PESPUNTADOR,126,3.51,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,A-PRELIMINAR,75,2.09,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,APOMAZAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,B-PESPUNTADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,B-PRELIMINAR,65,1.8,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,C-PESPUNTADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,C-PRELIMINAR,352,9.77,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-COR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-DOB,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PESA,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PESB,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PESC,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PREA,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PREB,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-PREC,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CA-REB,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CARDADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CENTRADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,COMODIN CORTE,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,COMODIN MONTADO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,COMODIN PESPUNT,36,1,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,COMODIN PREACAB,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CONFORMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CORTADOR FLASH,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CORTADOR FORRO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,CORTADOR PIEL,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,DESVIRAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,DISTRIBUIDOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,DOBLILLADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,DOMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,EMB-AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,EMBARRADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,EMPACADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,ENCERQUILLADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,ENTACONADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,FORRAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,MONTADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,PEG-AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,PEGADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,PREACABADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,PRECONFORMAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,REBAJADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RECORTADOR AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RECORTADOR AVIO,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RESACAR PLANTAS,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RESACAR PLANTAS,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RIBETEAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,RIBETEAR,0,0,100,#¡REF!
BLU,10554,0,1,3,FAMILIA,SUAJADOR,0,0,100,#¡REF!
BLU,10554,0,1,3,FORRADOS,A-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,A-PRELIMINAR,24,2.67,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,APOMAZAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,B-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,B-PRELIMINAR,32,3.56,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,C-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,C-PRELIMINAR,26,2.89,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-COR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-DOB,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PESA,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PESB,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PESC,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PREA,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PREB,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-PREC,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CA-REB,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CARDADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CENTRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,COMODIN CORTE,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,COMODIN MONTADO,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,COMODIN PESPUNT,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,COMODIN PREACAB,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CORTADOR FLASH,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CORTADOR FORRO,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,CORTADOR PIEL,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,DESVIRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,DISTRIBUIDOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,DOBLILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,DOMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,EMB-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,EMBARRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,EMPACADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,ENCERQUILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,ENTACONADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,FORRAR,24,2.67,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,MONTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,PEG-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,PEGADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,PREACABADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,PRECONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,REBAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RECORTADOR AVIO,26,2.88,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,FORRADOS,SUAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,A-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,A-PRELIMINAR,35,3.9,400,#¡REF!
BLU,10554,0,1,3,PLANTA,APOMAZAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,B-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,B-PRELIMINAR,53,5.9,400,#¡REF!
BLU,10554,0,1,3,PLANTA,C-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,C-PRELIMINAR,47,5.23,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-COR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-DOB,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PESA,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PESB,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PESC,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PREA,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PREB,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-PREC,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CA-REB,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CARDADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CENTRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,COMODIN CORTE,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,COMODIN MONTADO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,COMODIN PESPUNT,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,COMODIN PREACAB,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CORTADOR FLASH,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CORTADOR FORRO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,CORTADOR PIEL,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,DESVIRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,DISTRIBUIDOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,DOBLILLADOR,10,1.11,400,#¡REF!
BLU,10554,0,1,3,PLANTA,DOMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,EMB-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,EMBARRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,EMPACADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,ENCERQUILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,ENTACONADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,FORRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,MONTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,PEG-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,PEGADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,PREACABADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,PRECONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,REBAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RECORTADOR AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RESACAR PLANTAS,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RIBETEAR,25,2.78,400,#¡REF!
BLU,10554,0,1,3,PLANTA,RIBETEAR,0,0,400,#¡REF!
BLU,10554,0,1,3,PLANTA,SUAJADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,A-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,A-PRELIMINAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,APOMAZAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,B-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,B-PRELIMINAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,C-PESPUNTADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,C-PRELIMINAR,15,1.67,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-COR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-DOB,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PESA,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PESB,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PESC,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PREA,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PREB,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-PREC,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CA-REB,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CARDADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CENTRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,COMODIN CORTE,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,COMODIN MONTADO,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,COMODIN PESPUNT,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,COMODIN PREACAB,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CONFORMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CORTADOR FLASH,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CORTADOR FORRO,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,CORTADOR PIEL,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,DESVIRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,DISTRIBUIDOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,DOBLILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,DOMAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,EMB-AVIO,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,EMBARRADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,EMPACADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,ENCERQUILLADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,ENTACONADOR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,FORRAR,0,0,400,#¡REF!
BLU,10554,0,1,3,RAYADO Y RESACA,MONTADOR,0,0,400,#¡REF!
