LINEA,VCESTIL,PARES,FAMPESP,FAMMONT,DEPTO,FUNCION,TIEMPO,PERSONAS,META,COLEC
DSQ 100,1525,0,5,1,ARMADO,A-PESPUNTADOR,169,4.74,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,A-PRELIMINAR,340,9.43,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,APOMAZAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,B-PESPUNTADOR,141,3.88,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,B-PRELIMINAR,230,6.4,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,C-PESPUNTADOR,30,0.83,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,C-PRELIMINAR,384,10.67,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-COR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-DOB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PESA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PESB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PESC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PREA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PREB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-PREC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CA-REB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CARDADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CENTRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,COMODIN CORTE,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,COMODIN MONTADO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,COMODIN PESPUNT,36,1,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,COMODIN PREACAB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CORTADOR FLASH,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CORTADOR FORRO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,CORTADOR PIEL,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,DESVIRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,DISTRIBUIDOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,DOBLILLADOR,27,0.75,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,DOMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,EMB-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,EMBARRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,EMPACADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,ENCERQUILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,ENTACONADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,FORRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,MONTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,PEG-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,PEGADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,PREACABADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,PRECONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,REBAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,ARMADO,SUAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,A-PESPUNTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,A-PRELIMINAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,APOMAZAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,B-PESPUNTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,B-PRELIMINAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,C-PESPUNTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,C-PRELIMINAR,36,1,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-COR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-DOB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PESA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PESB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PESC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PREA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PREB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-PREC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CA-REB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CARDADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CENTRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,COMODIN CORTE,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,COMODIN MONTADO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,COMODIN PESPUNT,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,COMODIN PREACAB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CORTADOR FLASH,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CORTADOR FORRO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,CORTADOR PIEL,94,2.61,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,DESVIRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,DISTRIBUIDOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,DOBLILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,DOMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,EMB-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,EMBARRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,EMPACADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,ENCERQUILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,ENTACONADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,FORRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,MONTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,PEG-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,PEGADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,PREACABADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,PRECONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,REBAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE,SUAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,A-PESPUNTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,A-PRELIMINAR,75,2.09,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,APOMAZAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,B-PESPUNTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,B-PRELIMINAR,119,3.31,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,C-PESPUNTADOR,46,1.28,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,C-PRELIMINAR,38,1.05,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-COR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-DOB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PESA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PESB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PESC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PREA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PREB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-PREC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CA-REB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CARDADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CENTRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,COMODIN CORTE,36,1,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,COMODIN MONTADO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,COMODIN PESPUNT,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,COMODIN PREACAB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CORTADOR FLASH,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CORTADOR FORRO,33,0.91,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,CORTADOR PIEL,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,DESVIRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,DISTRIBUIDOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,DOBLILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,DOMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,EMB-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,EMBARRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,EMPACADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,ENCERQUILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,ENTACONADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,FORRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,MONTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,PEG-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,PEGADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,PREACABADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,PRECONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,REBAJADOR,49,1.37,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,CORTE Y PREPARA,SUAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,A-PESPUNTADOR,43,1.19,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,A-PRELIMINAR,147,4.08,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,APOMAZAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,B-PESPUNTADOR,370,10.34,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,B-PRELIMINAR,360,9.94,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,C-PESPUNTADOR,30,0.83,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,C-PRELIMINAR,554,15.37,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-COR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-DOB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PESA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PESB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PESC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PREA,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PREB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-PREC,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CA-REB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CARDADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CENTRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,COMODIN CORTE,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,COMODIN MONTADO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,COMODIN PESPUNT,36,1,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,COMODIN PREACAB,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CORTADOR FLASH,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CORTADOR FORRO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,CORTADOR PIEL,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,DESVIRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,DISTRIBUIDOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,DOBLILLADOR,56,1.56,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,DOMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,EMB-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,EMBARRADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,EMPACADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,ENCERQUILLADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,ENTACONADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,FORRAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,MONTADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,PEG-AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,PEGADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,PREACABADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,PRECONFORMAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,REBAJADOR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RECORTADOR AVIO,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RESACAR PLANTAS,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,RIBETEAR,0,0,100,#¡REF!
DSQ 100,1525,0,5,1,FAMILIA,SUAJADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,A-PESPUNTADOR,96,2.63,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,A-PRELIMINAR,296,8.22,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,APOMAZAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,B-PESPUNTADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,B-PRELIMINAR,60,1.67,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,C-PESPUNTADOR,72,2,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,C-PRELIMINAR,567,15.81,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-COR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-DOB,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PESA,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PESB,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PESC,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PREA,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PREB,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-PREC,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CA-REB,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CARDADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CENTRADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,COMODIN CORTE,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,COMODIN MONTADO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,COMODIN PESPUNT,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,COMODIN PREACAB,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CONFORMAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CORTADOR FLASH,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CORTADOR FORRO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,CORTADOR PIEL,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,DESVIRAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,DISTRIBUIDOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,DOBLILLADOR,43,1.19,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,DOMAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,EMB-AVIO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,EMBARRADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,EMPACADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,ENCERQUILLADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,ENTACONADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,FORRAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,MONTADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,PEG-AVIO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,PEGADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,PREACABADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,PRECONFORMAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,REBAJADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RECORTADOR AVIO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RECORTADOR AVIO,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RESACAR PLANTAS,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RESACAR PLANTAS,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RIBETEAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,RIBETEAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,ARMADO,SUAJADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,A-PESPUNTADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,A-PRELIMINAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,APOMAZAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,B-PESPUNTADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,B-PRELIMINAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,C-PESPUNTADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,C-PRELIMINAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-COR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-DOB,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PESA,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PESB,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PESC,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PREA,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PREB,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-PREC,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CA-REB,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CARDADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CENTRADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,COMODIN CORTE,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,COMODIN MONTADO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,COMODIN PESPUNT,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,COMODIN PREACAB,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CONFORMAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CORTADOR FLASH,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CORTADOR FORRO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,CORTADOR PIEL,31,0.86,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,DESVIRAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,DISTRIBUIDOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,DOBLILLADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,DOMAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,EMB-AVIO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,EMBARRADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,EMPACADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,ENCERQUILLADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,ENTACONADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,FORRAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,MONTADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,PEG-AVIO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,PEGADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,PREACABADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,PRECONFORMAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,REBAJADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RECORTADOR AVIO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RECORTADOR AVIO,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RESACAR PLANTAS,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RESACAR PLANTAS,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RIBETEAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,RIBETEAR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE,SUAJADOR,0,0,1000,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,A-PESPUNTADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,A-PRELIMINAR,63,1.76,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,APOMAZAR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,B-PESPUNTADOR,0,0,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,B-PRELIMINAR,40,1.11,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,C-PESPUNTADOR,82,2.28,100,#¡REF!
ANDSABRINA,1603,0,4,2,CORTE Y PREPARA,C-PRELIMINAR,48,1.33,100,#¡REF!
